Customer ID,Customer Name,Address
H2O,"H2O Propreté","267 rue Sébastien Charlety, ZA du Pré Renaud, 73490, LA RAVOIRE, SAVOIE"
HABLUTZEL,"Hablutzel","98 Chemin de Quency, 74440, MIEUSSY, HAUTE-SAVOIE"
HAUTESAVOIEHAYONS,"Haute-Savoie Hayons","Les Gruyères, 74540, Mûres"
HELISECURIT,"Héli Sécurité","Héliport de Grimaud, Quartier Peyrat, 83310, GRIMAUD, VAR"
HELLOTRAVEL,"HELLO TRAVEL","LES PLEIADES PARK NORD, ETAGE 3 - PORTE 33, 74370, METZ TESSY, HAUTE-SAVOIE"
HERVEJACKY,"Hervé Jacky","Le Pont Gondran, 74140, MESSERY"
HORIZONBOIS,"HORIZON BOIS","22 Impasse des Dents de Lanfon, ZAE de la Tuilerie, 74410, ST JORIOZ, HAUTE-SAVOIE"
IDEAL,"Ideal","80, Rue des Epinettes, 73230, Barby"
INTERGROS,"Intergros","12, Avenue Ampère, Champs sur Marne, 77447, MARNE LA VALLEE Cedex 2"
HTESAVSPOR,"Haute-Savoie-Sports","Manigod Ski Ride, Col de la Croix Fry, 74230, Manigod"
HUBO,"HUB ONE","Roissypole - Le Dôme, 4 rue de la Haye-BP 11937, 95732, Roissy CDG Cedex, VAL-D'OISE"
HUILEROBERT,"EJPI","12 rue de Roquepartide, 30300, BEAUCAIRE, GARD"
ICONIX,"Iconics","70, Rue Cassiopée, Parc Altaïs, 74650, CHAVANOD, HAUTE-SAVOIE"
IDEALP,"IDEALP","ZAE RUMILLY SUD, 3 AVENUE DU TRELOD, 74150, RUMILLY, HAUTE-SAVOIE"
IMPLENIA,"IMPLENIA","Incomplete address"
INFOKAZ,"Infok@z","28, Route du Bouchet, 74150, RUMILLY"
INSTITRURA,"Institut Rural Haute-Savoie","70, Chemin du Périmètre, 74940, ANNECY le VIEUX"
INTERMECA,"INTERMECA","PAE de Pré-Mairy, 125, allée de Primavéra, 74370, PRINGY, HAUTE-SAVOIE"
IPCOMM,"IPCOMM","Incomplete address"
IPMSAS,"IPM","PAE des Verts Prés - B.P. 57, 8 Bis, Route des Creuses, 74963, Cran Gevrier Cedex"
J2MG,"J2MG Electricité  -  Dû 918,53 €","Petit Martenex, 74150, RUMILLY"
JACQUARD-Q,"Jacquard Quincaillerie","Rond-Point de la Libération, 74800, La Roche Sur Foron"
JEANJACQUESPETIT,"sas Jean Jacques PETIT","1873 route de Genève, 74150, VALLIERES, AUBE"
JMPEQUIP,"JMP EQUIPEMENTS","256 route de la filiere, 74570, GROISY, HAUTE-SAVOIE"
JPGCONS,"J.P.G. Conseil","ZAIRST de Crolles  -Rue des Sources - Ci, 38920, CROLLES"
JUNGBARBAR,"Jung Barbara",""ZA Bâtiment ""L'Octogone"" - Rue du Jur, 74160, NEYDENS"
KALIPROTEC,"Kali Protectives","581, Route des Vernes, 74370, Argonay"
KALTMR,"H & B International Immobilier",""Résidence ""Le Suzy"" - B.P. 137 Avenue, 83240, CAVALAIRE SUR MER"
KBC-LEASE,"Kbc Lease France","55, Avenue Foch, 69006, LYON 6ème"
KYLIIMOTION,"KYLII MOTION","165 avenue de Bretagne, Parc Euratechnologies, 59800, LILLE, NORD"
LABIRP,"LAB'IRP","63 Chemin des Prud'hommes, 13010, MARSEILLE 10EME ARRONDISS, BOUCHES-DU-RHONE"
LABO SYNER,"Laboratoire Synergie","2, Résidence du Centre, 74410, ST JORIOZ"
LAFFINMUGU,"Laffin Muguette","208, Route de chez Maréchal, 74350, Cruseilles"
LAMY,"Bijouterie Lamy - Guiral SAS","23, Rue du Pâquier - BP 31, 74001, ANNECY Cedex"
LANDOINEMB,"Landoin Emballages","Z.I. Nord  -  Rue de Tamas - ARBENT, B.P. 172, 1105, Oyonnax Cedex"
LAUWERS,"Assistance Technique","Le Brévent Rue de Bersat, 74930, REIGNIER"
LAPIVOTTE,"Comptoir des marmottes","66 route du Linga, Castel des Neiges, 74390, CHATEL, HAUTE-SAVOIE"
LARCHIER,"Larchier Frédéric","Cabinet Médical du Pieuré, 32, Rue des, 73170, YENNE"
LAVAGEAUTOSERRA,"LAVAGE AUTO DE LA SERRA","42 Chemin des Scies, Hameau de Rovagny, ZA des Vernays, 74210, GIEZ, HAUTE-SAVOIE"
LAZARUS,"Lazarus","3 allée des Platanes, Résidence du Parc, 74940, ANNECY LE VIEUX, HAUTE-SAVOIE"
LC,"LC CHRONO","Route de Genève, 18, 12225, Chêne-Bourg"
LCINFOR,"LC INFORMATIQUE","25 A, rue Fernand Pillot, 33133, GALGON, GIRONDE"
LCO,"Lco Arrk","423 rue des champs de la pierre, Espace leader, 74540, ALBY SUR CHERAN, HAUTE-SAVOIE"
LECOMTE,"ERIC LECOMTE","Parc des Longeray, Bâtiment Le Boréal, 74370, METZ TESSY, HAUTE-SAVOIE"
LECOT SA,"Lecot","ZI du Levray - Rue du Tanay, 74960, CRAN GEVRIER"
LELOUP,"LELOUP","Incomplete address"
LEMOLE,"LE MOLE","74300, THYEZ, HAUTE-SAVOIE"
LEPAINDEMAYOU,"LE PAIN DE MAYOU","Les 4 chemins R.D 1504, 73170, ST JEAN DE CHEVELU, SAVOIE"
LEPTITFLO,"LE PTIT FLO","Espace Leaders, 74540, ALBY SUR CHERAN, HAUTE-SAVOIE"
LETAGE,"Restaurant  L'ETAGE","2, Boulevard Jean Charlot, 73100, Aix Les Bains"
LFPW,"Les Formations Pascal Weigel","Site Archamps Abc1 60 r Douglas, Engelbart, 74160, ARCHAMPS, HAUTE-SAVOIE"
LGMH,"LGMH","8 rue du docteur Pravaz, 69610, Sainte Foy les Lyons, RHONE"
LIDAL74,"Laboratoire Interdépart. d'Analyses","22, Rue du Pré Fornet, B.P. 42, 74602, Seynod Cedex"
LOCAM,"LOCAM","36C RUE DES VINGTS TOISES, 38950, ST MARTIN LE VINOUX, ISERE"
SLI,"Solution Logique","Incomplete address"
LOCAM38,"Locam - Agence Grenoble","36 C, rue des Vingt Toises, Le Forum Saint Martin, 38950, ST MARTIN LE VINOUX, ISERE"
LOCAM42,"Locam - Agence St Etienne","29, Rue Léon Blum, 42048, St Etienne Cedex"
LOGITRANSINST,"Logistique Transport Installation","60 Chemin des Rutys, 74370, PRINGY, HAUTE-SAVOIE"
LUMIVER,"DIAGES","Z.I. des Dragiez, 74800, La Roche / Foron"
LUNCHSERVI,"Lunch Service","P.A.E. des Longeray, 74370, Metz Tessy"
M2O,"M2O","166, Rue de l'Industrie, Z.I. Marvex, 74950, Scionzier"
MAIRIEUSINENS,"Mairie d'Usinens","121 Route d'Usinens, 74910, USINENS, HAUTE-SAVOIE"
MAISONMUGNIER,"MAISON MUGNIER","2474 rd 6007 Voie Nolis, 06270, VILLENEUVE LOUBET, ALPES-MARITIMES"
MALAGOLA,"Malagola Georges","Clos Lamartine, 26, Rue de la Cour, 74940, ANNECY le VIEUX"
MANDRAY-DE,"Mandray - Delettraz (Infirmières)","La Roseraie - Route de la Fruitière, 74370, VILLAZ"
MANEGEHOTE,"Manège","15, Route du Crêt du Midi, Rond-Point de Rochebrune, 74120, MEGEVE"
MAPO,"Mapotempo","Technopole Helioparc, 2 Avenue Pierre Angot, 64000, PAU, PYRENEES-ATLANTIQUES"
MAUCUER,"LOGIX'M","Les Arcades du Midi  39, Rue Jules Ferry, 74700, SALLANCHES"
MARBENTECHNIRESO,"Marben  -  Techni-Réseaux","171 Route des Martinets, Zac de Findrol, 74250, FILLINGES, HAUTE-SAVOIE"
MARCHAND,"MARCHAND Gérard","14 avenue du VERNAY les Soles, 74200, THONON LES BAINS"
MARTIN COC,"Martin-Cocher Laurence","3, Impasse des Castors, 74330, POISSY"
MARTIN-SEB,"Martin Sébastien","Le Clos du Prieure - Bâtiment E, 56, Route du Salève, 1280, Prevessin Moens"
MATHELIN,"SARL MECANIQUE MATHELIN","Z.A de Maboez, FONTAINE, 01420, CORBONOD, AIN"
MINOTGMM,"GMM","BP 26, 74290, Menthon St Bernard"
MAZZATPVRD,"Mazza Jean","Z.A. des vernay2, 74210, DOUSSARD, HAUTE-SAVOIE"
MBFMENUISE,"Menuiserie Bonaventure Fabien","197, Route des Molliats, 74370, St MARTIN de BELLEVUE"
MCPI,"M.C.P.I.","67, Chemin des Prés Bouveaux BP 98, 74600, SEYNOD"
MEDICALTEL,"Médical Télé-Services","70, Impasse de la Prairie, ZAC de Bromines, 74330, La Balme de Sillingy"
MEDIVAL,"Centre Médical MEDIVAL","Chef lieu, 73150, VAL D'ISERE"
MEGABATARG,"Megabat Carrelages","Zone Industrielle, 102, Rue des Chênes, 74370, Pringy"
MENTHONEX,"Menthonnex sous Clermont","Mon Loup, 74270, Menthonnex Sous Clermont"
MENUISAV,"Menuiserie Savoyarde","190 Avenue de la Plaine, Z.I des Grives, 74150, Marigny  Saint Marcel"
MENUISERIEVEYRAT,"MENUISERIE VEYRAT","135 Zone artisanale de la papeterie, 74800, ARENTHON, HAUTE-SAVOIE"
MEROTTOMAC,"Merotto Maçonnerie","Z.A. les Balmettes, 8, Rue de la Balmette, 74230, Thônes"
MEYER,"MEYER Daniel","Za dessus le Fier, Impasse des Frenes, 74370, Argonay"
MGOCONSULTING,"MGO CONSULTING","Incomplete address"
MILHAMIMPO,"Milham Import","Z.A.E des Egratz, 74190, Passy"
MILLEPIECESSERVICE,"MILLE PIECES SERVICES","6 avenue François Mitterand, 47200, MARMANDE, LOT-ET-GARONNE"
MIR,"Presses M.I.R.","Z.I. des Grands Vris B.P. 16, 74540, ALBY SUR CHERAN"
MJCNOVEL,"Novel","Place de l'Anapurna, 74000, Annecy"
MJM-MOTORC,"MJM Motorcycles","ZAC Actigone, 3, Avenue du Vieux Moulin, 74960, Meythet"
MJMPASSION,"MJM Passion","16 Rue de Moëllesullaz, 74240, GAILLARD, HAUTE-SAVOIE"
MOUCHETCONSTRUCTION,"Société Nouvelle Mouchet Construction","ZA La Praux -  Noyer, 74200, ALLINGES, HAUTE-SAVOIE"
MRS,"Micro Réseaux Services","Parc du Chater, 63, Rue de la Garenne, 69340, FRANCHEVILLE"
MSC74,"MSC74","230 Route d'Alberville, 3 impasse des Ecrevisses, ZI du pont de Tasset, 74960, MEYTHET, HAUTE-SAVOIE"
MURPEINT,"MurPeint","à l'attention de Mme Acar, 74000, Annecy"
MYOSOTIS,"Myosotis","591, Route de la Rachy, 73200, Gilly s/ Isère"
NAHONLAURE,"Nahon Laurence & Baumann Anne","175, Rue des Ecoles, 74410, ST JORIOZ"
NATURALEX,"NATURALEX","150 rue de Genève, CP 14, 1226, Thonex"
NATUREV,"Naturev","49, Rue René Cassin, 74150, Rumilly"
NAVESMAIRI,"Nâves-Parmelan Ecole","Place du Capitaine Anjot, 74370, NAVES-PARMELAN"
NEMETSCHEK,"Nemetschek France","Le Crab  20, Rue Lortet, 69007, LYON"
NETDESIGN,"Net Design","ZAC Valparc Bâtiment B, 74330, POISY"
NEUTRALSEI,"Rousseaux Dorothée","Sur le Crêt, 74600, MONTAGNY les LANCHES"
NEW0319,"FEDERATION BTP 74","74991, ANNECY CEDEX 09"
NEW0399,"INTERMECA","125 allée de Primavera Park, 74370, METZ TESSY"
NEXTVISION,"Next Vision","Incomplete address"
NICIMPEX,"Nic Impex","Parc des Glaisins, 8 Rue des Bouvières, 74940, ANNECY LE VIEUX, HAUTE-SAVOIE"
NOBLINSPIE,"Noblins Pierre","Résidence du Lac Blanc, 73120, COURCHEVEL - LE PRAZ"
NORD-OUEST,"Nord-Ouest","325, Route de Valparc, Bâtiment A - RDC, 74330, POISY"
NOVAFIT,"Sarl Groupe Novafit","3 Bis rue de la L'égalité, 74960, MEYTHET, HAUTE-SAVOIE"
OBILOG,"OBILOG SARL","15 route de Nanfray - Parc Levray, 74960, CRAN GEVRIER, HAUTE-SAVOIE"
OGM,"Association OGM","90 Impasse des Daudes, 74320, SEVRIER, HAUTE-SAVOIE"
ORANGEBLEUE,"ORANGE BLEUE","285 Rue des Meurisiers, ZAC de Pré Vaurin, 74370, PRINGY, HAUTE-SAVOIE"
OLLIERES,"Mairie des Ollières","1, Rue des Praz, 74370, Les Ollieres"
OLPG,"OLPG","Avenue de l'Arcadod - BP 75, Z.I des Pérousses, 74152, RUMILLY cedex, HAUTE-SAVOIE"
OPAC74,"O.P.A.C. 74","2, Rue Marc Leroux, 74000, ANNECY"
OPCALIA,"OPCALIA Rhône Alpes","66, Avenue Jean Mermoz, B.P. 8048, 69351, Lyon Cedex 08"
ORCHESTREPS,"ORCHESTRE DES PAYS DE SAVOIE","17 Rue du Lac St André, Bâtiment KAOLA Technolac, 73370, LE BOURGET DU LAC, SAVOIE"
ORPAEY,"ORPAEY","PAE DE PRE MAIRY, 125 ALLEE PRIMAVERA, 74370, PRINGY, HAUTE-SAVOIE"
OZONEPRO,"OZONE PRO","ZA de l'estuaire, 53 avenue de la pierre vallée, 50220, POILLEY, MANCHE"
PAPINOTSFRERES,"LES FRERES PAPINOTS","Route des Jeunes, 1227, CAROUGES"
PATRIPLOMB,"Patrick Plomberie","1, Rue du Tanay, Z.A. du Levray, 74960, CRAN GEVRIER"
PCSTREET,"Pc-Street","Incomplete address"
PEREZ,"Perez","8, Rue du Mont Baron, 74940, ANNECY le VIEUX"
PERMPARL,"Permanence Parlementaire","7 avenie du Parmelan, 74000, ANNECY, HAUTE-SAVOIE"
PERRILLAT,"Rey Martinez","ZAE la Touffière, 74370, St Martin Bellevue"
PERRINSTORES,"PERRIN STORES","590 rue du Grand Pré, 74460, MARNAZ, HAUTE-SAVOIE"
PETITEEPICERIE,"LA PETITE EPICERIE","1 Route du Col des Marais, 74230, SERRAVAL, HAUTE-SAVOIE"
PHARMA FAN,"Pharmacie Fantin & Lehouque","Place des Tilleuls, 74940, ANNECY LE VIEUX"
PHIDEV,"Phidev","336, Route de Grattepenche, 74370, Villaz"
PIERREEAUSERVICES,"Pierre Eau Services","Lieu Dit ''Mortery'', 74270, MENTHONNEX SOUS CLERMONT, HAUTE-SAVOIE"
PIERRESDECO,"Pierres et Déco","Z.I. Les  Grands Vris, 266 Allée de Marigny, 74540, ALBY SUR CHERAN, HAUTE-SAVOIE"
PILLEMYPNE,"Team RS Pneus","Route de Cruseilles, 74350, Cruseilles"
PJMDIFFUSI,"PJM Diffusion","Verdevant, 20 chemin des Lilas, 74440, TANINGES, HAUTE-SAVOIE"
PLATIMMOBI,"Agence Neptune Immobilier","Joëlle & Robert Plat, 11, Rue Frédéric Mistral, 34280, LA GRANDE MOTTE"
PLATRE-LAC,"Platrerie du Lac","191 Route du Vengeur, 74330, La Balme De Sillingy"
PLEXUS-MDK,"Plexus - Filiale du Groupe Cegedim","122, Rue d'Aguesseau, 92641, BOULOGNE BILLANCOURT Cedex"
PLOMBERIEKM,"Plomberie KM","20 Lotissement du Mont Blanc, 01550, COLLONGES SOUS L'ECLUSE, AIN"
PLUMENCO,"PLUME'N CO","Lieu dit Mortéry, 74270, MENTHONNEX SOUS CLERMONT, HAUTE-SAVOIE"
POCHATMACO,"Pochat Philippe - Maçonnerie","9 route de Bellossier, Le Pessey, 74230, THONES"
POLLET-THI,"POLLET-THIOLLIER Jean-Paul","Les Esserts, 74450, ST JEAN DE SIXT"
PORTUGALKE,"Scp Kerrien - Portugal","Cabinet Médical - Résidence St Roch, 73350, BOZEL"
PPCI,"PPCI PASCAL PONCET","10 Rue des Chamois, PAE de Vincy, 74330, LA BALME DE SILLINGY, HAUTE-SAVOIE"
PPL,"Professional Product Line","22, Avenue des Genévriers, Z.I. de Vongy, 74200, THONON"
PRAT,"Grosjean-Foray- Prat","Centre Médical, 73450, VALLOIRE"
PRESTASERVICE,"Groupe PPI","208 Rue de l'industrie, ZI La Vernangere, 01390, ST ANDRE DE CORCY, AIN"
PRIEUMELIN,"Prieux - Melin","L'Acropole, 88, Avenue d'Aix les Bains, 74600, Seynod"
PRINGYPL,"PRINGY POIDS LOURDS","761 Chemin des Vernes, 74370, PRINGY, HAUTE-SAVOIE"
PROASSIST,"PROASSIST","11 les cours du Plot, 74570, GROISY, HAUTE-SAVOIE"
PROFILBOIS,"Profil Bois","1766 C Route des Grandes Alpes, 74110, Morzine"
PRONET74,"Pronet","22 Avenue de Bouvard, 74000, ANNECY, HAUTE-SAVOIE"
PROPOSECOM,"Pro'Posecom","Les Hespérides, 74150, Vallieres"
PROSPECT,"Prospect Solution Logique (SLI)","Incomplete address"
PULSER,"1'Pulser  -  Mr Fabien Rossiaud","Savoie Technolac, BP 360, 73372, Le BOURGET du LAC Cedex"
PXFRANCE,"PX-France","Route de Valparc, Bât. B - RDC, 74330, Poisy"
QUASARSOLU,"Quasar Solutions","Z.A. du Levray, 15, route de Nanfray, 74960, Cran Gevrier"
REMISE P,"Remise Pierre",""Immeuble ""Le Jupiter"" 3, Rue des Cols, 74940, ANNECY LE VIEUX"
QUAZZOLA,"Quazzola","1, Rue des Buloz, P.A.E des Glaisins, 74940, Annecy le Vieux"
RAM / REAL,"Ram / Réal","343, Route de la Gare, 74370, PRINGY"
RAPIDOBACK,"Rapido Backup","4, Rue Gustave Doré, 75017, Paris 17"
RAVIER-MAR,"Ravier Marc","Chauffage Sanitaire, Chef Lieu, 73590, Crest Voland"
RBFRANCE,"RB FRANCE","171 route des Marais, ZAC de la Tuilerie, 74410, ST JORIOZ, HAUTE-SAVOIE"
RCKM,"R.C.K.M.","283, Route des Creuses, Z.A.E des Césardes, 74600, SEYNOD"
RDA-CG,"Régie Départementale d'Assistance","Conseil Général - BP 2444, 1, Rue du 30e RI, 74041, ANNECY Cedex"
REFUGEEVETTES,"REFUGE DES EVETTES","73480, BONNEVAL SUR ARC, SAVOIE"
REGIEMUNMONTALLIEU,"Régie Municipale Montallieu Vercieux","38390, Montallieu-Vercieu"
REIGNER,"Mairie de REIGNIER","B.P.9 18, Grande-Rue, 74930, REIGNIER"
REIGNIER M,"Maison de Retraite Départementale","Centre de Long Séjour  44, Grande Rue, 74930, REIGNIER"
RENOV-CONC,"Renov Concept","8 Bis, Route des Creuses, ZA des Verts Prés, 74960, Cran Gevrier"
RESIDIDIER,"Résidence Paul IDIER","22, Route de Perouzes, 74290, VEYRIER DU LAC"
REYBROSSER,"BROSSERIE SAS DIL","4 bis rue du Vy Levé - BP 325, 74940, ANNECY LE VIEUX, HAUTE-SAVOIE"
REYGAGNE,"Reygagne","Rovagny GIEZ, 74210, FAVERGES"
REYJJ,"REY Jean-Jacques","3, Allée Huche à Muguet, 74950, SCIONZIER, HAUTE-SAVOIE"
RGD74,"Régie de Gestion des Données 74","Incomplete address"
RICHARDBER,"Richard-Berlan Jean",""15, Avenue d'Abondance - ""Les 4 Vents", 74500, EVIAN LES BAINS"
RICHIE,"Entreprise Richiero","BP 9, ZI Rue Ambroise Croizat, 73401, UGINE Cedex"
RION,"ETS RION BOIS","Incomplete address"
RLSOFFICE,"RLS Office","Richard Louis SAAS, 620, Les Devants de P, 74370, PRINGY"
ROCAILLES,"Syndicat Intercommunal des Rocailles","Z.I. Bidailles Scientrier, 74930, REIGNIER"
ROCHEELIANE,"Roche eliane","12 Rue du general Ferie, 74000, ANNECY, HAUTE-SAVOIE"
ROLLINM,"Rollin Marc","9, Pré Bernard, 74410, ST JORIOZ"
ROSNOBLET,"Rosnoblet Electro-Mécanique","Z.I. des Jourdies, 74800, St Pierre En Faucigny"
ROUSSEAUX,"Rousseaux Ets","Zone Artisanale II, Quartier Ledignan, 30300, Fourques"
ROUSSEAUXETS,"Ets Rousseaux","482 Route des Provins, 74370, VILLAZ, HAUTE-SAVOIE"
ROUX,"André Roux","ZI la Perriere, 1250 chemin la Glière, 74300, Magland"
ROUXELVALE,"Rouxel Valérie","Cabinet Médical du Pieuré, 32, Rue des, 73170, YENNE"
RTMULTISERVICES,"RT Multiservices","360 Rue du Mont Blanc, ZAC d’Orsan, 74540, ST FELIX, HAUTE-SAVOIE"
RUBIN,"Rubin","290 allée de Glaisy, Z.I de Glaisy, 74300, THYEZ"
RUMILLYMAI,"Rumilly","Place de la Mairie, 74150, RUMILLY"
RUMITRANS,"RUMITRANS","2 impasse Rumidis, ZAE Rumilly Sud, 74150, RUMILLY"
SABLAGEPIERRESCHALET,"SABLAGE Pierres et chalets","2 impasse de Glières, Z.A ACTIGONE, 74960, MEYTHET, HAUTE-SAVOIE"
SALEM-SELA,"Salem   (Mr Selam)",""La Maison ""La Bastide""", Route d'Aix les Bains, 73410, Albens"
SAMBIAN-NO,"Sambian-Noël Elisabeth","45, Allée de l'Arc en Ciel, "Bâtiment ""le", 74300, CLUSES"
SANTEFFI,"SANTEFFI","2, Quai du Commerce - CP 101, 69266, LYON Cedex 09"
SARF,"S.A.R.F.","18, Route de Plein Champ, 74600, SEYNOD"
SARLALPY,"SARL ALPY","ZA LES ECHENEAUX, 73310, ST PIERRE DE CURTILLE, SAVOIE"
SAUVAGEOTMENUISERIE,"SAUVAGEOT Menuiserie Charpente Bois EURL","624, rue des Bracots, Z.I les Bracots, 74890, BONS EN CHABLAIS, HAUTE-SAVOIE"
SAVOIEFROM,"Savoie From AD","Lieu Dit La Thuile, Ste Foy Tarentaise, 73700, Bourg St Maurice"
SAVOIEPREV,"Savoie Prévention","Parc de La Filière, 245 route des Futaies, 74370, VILLAZ, HAUTE-SAVOIE"
SCHINDLER,"Schindler","BP 9033, 74991, ANNECY cedex"
SCHMUTZ,"Schmutz Marc","Place d'Etale, 74960, CRAN GEVRIER"
SCHWER,"Schwer Fittings","PAE du Pré Mairy, 86, route du Viéran, 74370, PRINGY, HAUTE-SAVOIE"
SCIBTCT,"SCI BTCT","Lieu dit La Combe de Marlens, 1036 route de la Flamme Olympique, 74210, VAL DE CHAISE, HAUTE-SAVOIE"
SCIERIEDB,"SDB - SCIERIE DU BRONZE","46 Allée de l'industrie, 74130, CONTAMINE SUR ARVE, HAUTE-SAVOIE"
SCIGOSINI,"SCI GOSINI","ZA LES ECHENEAUX, 73310, ST PIERRE DE CURTILLE, SAVOIE"
SCOOP360,"Sarl CIA","2 Allée d'Uriole, 38760, ST PAUL DE VARCES, ISERE"
SCTB,"SCTB est devenue Aurore Boréale Peinture","7, Boulevard de Bellevue, 74000, ANNECY"
SEEAP,"SEEAP","4, Rue du Bulloz B.P. 120, 74941, ANNECY le VIEUX Cedex"
SEIM-HYDRO,"SEIM France","14, Avenue des Vieux Moulins, Z.I. de Vovray, 74000, ANNECY"
SIMOX,"SIMOX","25 rue de la Forêt, P.A  - La Forêt, 74130, CONTAMINE SUR ARVE, HAUTE-SAVOIE"
SNAEM,"S.n.a.e.m.","La Tour Clerton, 985, Route des Villards, 74300, Magland"
SNF,"SOCIETE NOUVELLE DU FROID","27, place de Stockach, Z.I Les Afforêts, 74800, LA ROCHE SUR FORON, HAUTE-SAVOIE"
SOCADAL,"Socadal","53, Route de St Sylvestre, Z.I. les Cortes, 74540, Alby Sur Cheran"
SOCQUETCPT,"Claude Socquet  Expert Comptable","14 RUE HENRI BORDEAUX, 74000, ANNECY, HAUTE-SAVOIE"
SODISERE,"SARL SODISERE","2 RUE DU PERTICOZ, 38630, LES AVENIERES, ISERE"
SOEURSCROI,"Congrégation Province de France","Soeurs de la Croix de Chavanod, 4 B, Rue des Cols Verts, 74940, Annecy Le Vieux"
SOFIDUCIA,"Sofiducia",""189, Rue des Ecoles - ""Le Clos Fleuri", 74930, REIGNIER"
SOLSTICE,"Solstice","25, Route de la Léchère, Z.I. de Vincy, 74330, LA BALME DE SILLINGY"
SOMEFLU,"SOMEFLU","BP-72, 93261, LES LILAS Cedex"
SOPRA,"Sopra","Division Evolan Pack P.A.E Les Glaisins, 74940, ANNECY LE VIEUX"
SOSRAYON,"SOS Rayonnages","399 rue Stéphane Duc, Z.I de Motz/Serrières, 73310, SERRIERES EN CHAUTAGNE, SAVOIE"
SPORTAIRE,"SPORTAIRE GRENOT","Incomplete address"
SPTP,"SPTP","Incomplete address"
SQUADRAMENUISERIE,"Squadra Menuiserie","153 Chemin des Prés Bouveaux, 74960, CRAN GEVRIER, HAUTE-SAVOIE"
STEFANIELECTRO,"Stefani Electrotechnique","Onnex, 515, Route des Aulnes, 74370, Villaz"
STARLEASE,"Starlease","59, Avenue de Chatou, 92853, RUEIL MALMAISON"
STATION,"STATION MARCHE","Avenue F.Roosvelt, 74150, RUMILLY"
STAUBLCOOP,"Stäubli Faverges (Coopérative)","Place Robert Stäubli  -  BP 70, 74210, FAVERGES"
STEBAT,"STEBAT","197 Route de Tamier, 73200, Gilly Sur Isere"
STMB,"Société Touristique du Mont-Blanc","100, Parking de l'Aiguille du Midi, 74400, CHAMONIX MONT BLANC"
STRM,"STRM","ZAC des Erables, 7 Rue des Artisans, 74100, VETRAZ MONTHOUX, HAUTE-SAVOIE"
TALYAPISCINE,"TALYA Piscine","485 Rue Denis Papin, ZI de Coron, 01300, BELLEY, AIN"
SWALDECO,"SWAL DECO","ZA DU CANTUBAS, RUE DES MOUSSELINIERS, 69170, TARARE, RHONE"
T.B.SMONTP,"T.B.S. Industrie","Parc Club du Millénaire - Bâtiment 10, 34036, MONTPELLIER Cedex"
T.B.SSTPIE,"T.B.S Industrie","B.P. 37, 49110, ST PIERRE MONTLIMART"
TALLOIREOT,"Office du Tourisme de Talloires","B.P.1, 74290, TALLOIRES"
TARDYCHALE,"Châlets Tardy",""Lieu-Dit ""Les Voirons""", 1384, Rue des Allobroges, 74140, St Cergues"
TCS,"T.C.S. 74","25 rue de Bel Air, 74000, ANNECY, HAUTE-SAVOIE"
TECHTOPO,"Techniques Topo","10 rue Mercoeur, 75011, PARIS 11EME ARRONDISSEMENT, PARIS"
THIARDCHAU,"Thiar Chaussures","Monsieur Jacques Thiar, 9, Rue de la République, 38000, GRENOBLE"
THONESMAIR,"Ville de Thônes","Mairie de Thônes, Place de l'Hôtel de Ville - BP 82, 74230, THONES"
TIERRASDELSUR,"Tierras del sur","Incomplete address"
TISSOTCARR,"Carrosserie des Marais","135, Route d'Argonay, Z.I. Pringy, 74370, PRINGY"
TISSOTEDIT,"Editions Tissot","Rue du Pré Paillard, B.P. 109, 74941, Annecy Le Vieux Cedex"
TRAMECFRANCE,"Tramec France","ZAE de Planbois - 145 Impasse des Clos, 74550, PERRIGNIER, HAUTE-SAVOIE"
TRANSFRET,"TRANSFRET","1583 route de l'Amy, 74350, ALLONZIER LA CAILLE, HAUTE-SAVOIE"
TROUSSELASSUR,"TROUSSEL ASSURANCES","140 Route,des contamines -PAE, 74930, PERS JUSSY, HAUTE-SAVOIE"
TRYBA-AMS,"AMS","Agence Tryba au  4, Rue de la Praille, Zone Artisanale de Val Thoiry, 1710, Thoiry"
TURCIUS,"Cabinet TURCIUS","45, Chemin des Croisettes - Les Terrasse, 74320, SEVRIER"
UNIVSAVOIE,"Université de Savoie","4, Chemin de Bellevue - BP 806, 74016, ANNECY Cedex"
UNOSTRA,"UNOSTRA","4, Allée des Morilles, 74960, CRAN GEVRIER"
UPRACING,"Up-Racing","129, Avenue de Genève, MBE 167, 74000, Annecy"
USAV,"USAV","6 RUE DE PRÉ VERNET, 74940, ANNECY LE VIEUX, HAUTE-SAVOIE"
USHI,"USHI","18 RUE ANDRE THIEURIET, 74000, ANNECY, HAUTE-SAVOIE"
UXP,"2 I Process","12, Av Pierre de Coubertin, Z.I. Perceval, 38174, SEYSSINET Cedex"
VEOLIA-CMT,"Creusot Monceau Transports","chez Veolia Transports, 1, Rue de Mailly, 69300, Caluire Et Cuire"
VEOLIA-STA,"Veolia Transport STAC => CONNEXCHY","18, Avenue des Chevaliers Tireurs, 73026, CHAMBERY Cedex"
VEOLIATRSP,"STAV","18, Avenue des Chevaliers Tireurs, 73026, CHAMBERY Cedex"
VERGORIBRU,"Bruno Vergori et Fils","561 route des Blaves, Zone industrielle de Noyer, 74200, ALLINGES, HAUTE-SAVOIE"
